text,stop_flag
nominal,False
head,False
of,True
mysore,False
during,True
this,True
period,False
real,False
power,False
lay,False
in,True
the,True
hand,False
of,True
haider,False
ali,False
and,True
his,True
son,False
tipu,False
by,True
the,True
maratha,False
menace,False
had,True
diminished,False
and,True
by,True
hyder,False
ali,False
had,True
captured,False
the,True
keladi,False
nayaka,False
defeated,False
the,True
ruler,False
of,True
bilgi,False
karnataka,False
bednur,False
and,True
gutti,False
invaded,False
the,True
malabar,False
in,True
the,True
south,False
and,True
conquered,False
the,True
zamorin,False
s,True
capital,False
history,False
of,True
kozhikode,False
with,True
ease,False
in,True
and,True
extended,False
the,True
mysore,False
kingdom,False
up,True
to,True
dharwad,False
and,True
bellary,False
in,True
the,True
north,False
mysore,False
wa,False
now,True
a,True
major,False
political,False
power,False
in,True
the,True
subcontinent,False
and,True
haider,False
s,True
meteoric,False
rise,False
from,True
relative,False
obscurity,False
and,True
his,True
defiance,False
formed,False
one,False
of,True
the,True
last,False
remaining,False
challenge,False
to,True
complete,False
british,False
hegemony,False
over,True
the,True
indian,False
subcontinenta,False
challenge,False
which,True
would,False
take,False
them,True
more,True
than,True
three,False
decade,False
to,True
overcome,False
in,True
a,True
bid,False
to,True
stem,False
haidar,False
s,True
rise,False
the,True
british,False
formed,False
an,True
alliance,False
with,True
the,True
maratha,False
and,True
the,True
nizam,False
of,True
golconda,False
culminating,False
in,True
the,True
first,False
anglomysore,False
war,False
in,True
despite,False
numerical,False
superiority,False
haider,False
ali,False
suffered,False
defeat,False
at,True
the,True
battle,False
of,True
chengham,False
and,True
tiruvannamalai,False
the,True
british,False
ignored,False
his,True
overture,False
for,True
peace,False
until,True
haider,False
ali,False
had,True
strategically,False
moved,False
his,True
army,False
to,True
within,False
five,False
mile,False
of,True
madras,False
modern,False
chennai,False
and,True
wa,False
able,False
to,True
successfully,False
suing,False
for,True
peace,False
in,True
when,True
the,True
maratha,False
army,False
of,True
madhavrao,False
peshwa,False
invaded,False
mysore,False
three,False
war,False
were,True
fought,False
between,True
and,True
by,True
madhavrao,False
against,True
haider,False
in,True
which,True
haider,False
lost,False
haider,False
expected,False
british,False
support,False
a,True
per,False
the,True
treaty,False
but,True
they,True
betrayed,False
him,True
by,True
staying,False
out,True
of,True
the,True
conflict,False
the,True
british,False
betrayal,False
and,True
haider,False
s,True
subsequent,False
defeat,False
reinforced,False
haider,False
s,True
deep,False
distrust,False
of,True
the,True
britisha,False
sentiment,False
that,True
would,False
be,True
shared,False
by,True
his,True
son,False
and,True
one,False
which,True
would,False
inform,False
anglomysore,False
rivalry,False
of,True
the,True
next,False
three,False
decade,False
in,True
hyder,False
ali,False
recovered,False
the,True
previously,False
lost,False
territory,False
of,True
coorg,False
and,True
malabar,False
from,True
the,True
maratha,False
hyder,False
ali,False
s,True
army,False
advanced,False
towards,False
the,True
maratha,False
and,True
fought,False
them,True
at,True
the,True
battle,False
of,True
saunshi,False
and,True
came,False
out,True
victorious,False
during,True
the,True
same,True
year,False
by,True
hyder,False
ali,False
had,True
captured,False
part,False
of,True
modern,False
tamil,False
nadu,False
and,True
kerala,False
in,True
the,True
south,False
extending,False
the,True
kingdom,False
s,True
area,False
to,True
about,True
mi2,False
km2,False
in,True
he,True
befriended,False
the,True
french,False
and,True
made,False
peace,False
with,True
the,True
maratha,False
and,True
the,True
nizam,False
however,False
haider,False
ali,False
wa,False
betrayed,False
by,True
the,True
maratha,False
and,True
the,True
nizam,False
who,True
made,False
treaty,False
with,True
the,True
british,False
a,True
well,False
in,True
july,False
hyder,False
ali,False
headed,False
an,True
army,False
of,True
mostly,False
cavalry,False
descending,False
through,True
the,True
pass,False
of,True
the,True
ghat,False
amid,False
burning,False
village,False
before,True
laying,False
siege,False
to,True
british,False
fort,False
in,True
northern,False
arcot,False
starting,False
the,True
second,False
anglomysore,False
war,False
haider,False
ali,False
had,True
some,True
initial,False
success,False
against,True
the,True
british,False
notably,False
at,True
battle,False
of,True
pollilur,False
the,True
worst,False
defeat,False
the,True
british,False
suffered,False
in,True
india,False
until,True
battle,False
of,True
chillianwala,False
and,True
arcot,False
until,True
the,True
arrival,False
of,True
sir,False
eyre,False
coote,False
when,True
the,True
fortune,False
of,True
the,True
british,False
began,False
to,True
change,False
on,True
june,False
coote,False
struck,False
the,True
first,False
heavy,False
blow,False
against,True
haider,False
ali,False
in,True
the,True
decisive,False
battle,False
of,True
porto,False
novo,False
the,True
battle,False
wa,False
won,True
by,True
coote,False
against,True
odds,False
of,True
five,False
to,True
one,False
and,True
is,True
regarded,False
a,True
one,False
of,True
the,True
greatest,False
feat,False
of,True
the,True
british,False
in,True
india,False
it,True
wa,False
followed,False
up,True
by,True
another,False
hardfought,False
battle,False
at,True
pollilur,False
the,True
scene,False
of,True
an,True
battle,False
of,True
pollilur,False
over,True
a,True
british,False
force,False
on,True
august,False
in,True
which,True
the,True
british,False
won,True
another,False
success,False
and,True
by,True
the,True
rout,False
of,True
the,True
mysore,False
troop,False
at,True
sholinghur,False
a,True
month,False
later,False
haider,False
ali,False
died,False
on,True
december,False
even,False
a,True
fighting,False
continued,False
with,True
the,True
british,False
he,True
wa,False
succeeded,False
by,True
his,True
son,False
tipu,False
sultan,False
who,True
continued,False
hostility,False
against,True
the,True
british,False
by,True
recapturing,False
baidanur,False
and,True
mangalore,False
by,True
neither,False
the,True
british,False
nor,True
mysore,False
were,True
able,False
to,True
obtain,False
a,True
clear,False
overall,False
victory,False
the,True
french,False
withdrew,False
their,True
support,False
of,True
mysore,False
following,False
the,True
treaty,False
of,True
versailles,False
treaty,False
with,True
france,False
undaunted,False
tipu,False
popularly,False
known,False
a,True
the,True
tiger,False
of,True
mysore,False
continued,False
the,True
war,False
against,True
the,True
british,False
but,True
lost,False
some,True
region,False
in,True
modern,False
coastal,False
karnataka,False
to,True
them,True
the,True
marathamysore,False
war,False
occurred,False
between,True
and,True
and,True
consisted,False
of,True
a,True
series,False
of,True
conflict,False
between,True
the,True
sultanate,False
of,True
mysore,False
and,True
the,True
maratha,False
empire,False
following,False
tipu,False
sultan,False
s,True
victory,False
against,True
the,True
maratha,False
at,True
the,True
siege,False
of,True
bahadur,False
benda,False
a,True
peace,False
agreement,False
wa,False
signed,False
between,True
the,True
two,False
kingdom,False
with,True
mutual,False
gain,False
and,True
loss,False
similarly,False
the,True
treaty,False
of,True
mangalore,False
wa,False
signed,False
in,True
bringing,False
hostility,False
with,True
the,True
british,False
to,True
a,True
temporary,False
and,True
uneasy,False
halt,False
and,True
restoring,False
the,True
others,False
land,False
to,True
the,True
status,False
quo,False
ante,False
bellum,False
the,True
treaty,False
is,True
an,True
important,False
document,False
in,True
the,True
history,False
of,True
india,False
because,True
it,True
wa,False
the,True
last,False
occasion,False
when,True
an,True
indian,False
power,False
dictated,False
term,False
to,True
the,True
british,False
who,True
were,True
made,False
to,True
play,False
the,True
role,False
of,True
humble,False
supplicant,False
for,True
peace,False
a,True
start,False
of,True
fresh,False
hostility,False
between,True
the,True
british,False
and,True
french,False
in,True
europe,False
would,False
have,True
been,True
sufficient,False
reason,False
for,True
tipu,False
to,True
abrogate,False
his,True
treaty,False
and,True
further,True
his,True
ambition,False
of,True
striking,False
at,True
the,True
british,False
his,True
attempt,False
to,True
lure,False
the,True
nizam,False
the,True
maratha,False
the,True
french,False
and,True
the,True
king,False
of,True
turkey,False
failed,False
to,True
bring,False
direct,False
military,False
aid,False
tipu,False
s,True
battle,False
of,True
the,True
nedumkotta,False
in,True
on,True
the,True
kingdom,False
of,True
travancore,False
a,True
british,False
ally,False
wa,False
an,True
effective,False
victory,False
for,True
him,True
however,False
it,True
resulted,False
in,True
greater,False
hostility,False
with,True
the,True
british,False
which,True
resulted,False
in,True
the,True
third,False
anglomysore,False
war,False
in,True
the,True
beginning,False
the,True
british,False
made,False
gain,False
taking,False
the,True
coimbatore,False
district,False
but,True
tipu,False
s,True
counterattack,False
reversed,False
many,False
of,True
these,True
gain,False
by,True
with,True
aid,False
from,True
the,True
maratha,False
who,True
attacked,False
from,True
the,True
northwest,False
and,True
the,True
nizam,False
who,True
moved,False
in,True
from,True
the,True
northeast,False
the,True
british,False
under,True
charles,False
cornwallis,False
marquess,False
cornwallis,False
successfully,False
siege,False
of,True
seringapatam,False
resulting,False
in,True
tipu,False
s,True
defeat,False
and,True
the,True
treaty,False
of,True
seringapatam,False
half,False
of,True
mysore,False
wa,False
distributed,False
among,False
the,True
ally,False
and,True
two,False
of,True
his,True
son,False
were,True
held,False
to,True
ransom,False
a,True
humiliated,False
but,True
indomitable,False
tipu,False
went,False
about,True
rebuilding,False
his,True
economic,False
and,True
military,False
power,False
he,True
attempted,False
to,True
covertly,False
win,False
over,True
support,False
from,True
revolutionary,False
france,False
the,True
amir,False
of,True
afghanistan,False
the,True
ottoman,False
empire,False
and,True
arabia,False
however,False
these,True
attempt,False
to,True
involve,False
the,True
french,False
soon,False
became,False
known,False
to,True
the,True
british,False
who,True
were,True
at,True
the,True
time,False
fighting,False
the,True
french,False
in,True
battle,False
of,True
the,True
nile,False
were,True
backed,False
by,True
the,True
maratha,False
and,True
the,True
nizam,False
in,True
tipu,False
died,False
battle,False
of,True
seringapatam,False
in,True
the,True
fourth,False
anglomysore,False
war,False
heralding,False
the,True
end,False
of,True
the,True
kingdom,False
s,True
independence,False
modern,False
indian,False
historian,False
consider,False
tipu,False
sultan,False
an,True
inveterate,False
enemy,False
of,True
the,True
british,False
an,True
able,False
administrator,False
and,True
an,True
innovator,False
princely,False
state,False
following,False
tipu,False
s,True
fall,False
a,True
part,False
of,True
the,True
kingdom,False
of,True
mysore,False
wa,False
annexed,False
and,True
divided,False
between,True
the,True
madras,False
presidency,False
and,True
the,True
nizam,False
the,True
remaining,False
territory,False
wa,False
transformed,False
into,True
a,True
princely,False
state,False
the,True
fiveyearold,False
scion,False
of,True
the,True
wodeyar,False
family,False
krishnaraja,False
wodeyar,False
iii,False
wa,False
installed,False
on,True
the,True
throne,False
with,True
chief,False
minister,False
diwan,False
purnaiah,False
who,True
had,True
earlier,False
served,False
under,True
tipu,False
handling,False
the,True
rein,False
a,True
regent,False
and,True
lt,False
col,False
barry,False
close,False
taking,False
charge,False
a,True
the,True
british,False
resident,False
the,True
british,False
then,True
took,False
control,False
of,True
mysore,False
s,True
foreign,False
policy,False
and,True
also,False
exacted,False
an,True
annual,False
tribute,False
and,True
a,True
subsidy,False
for,True
maintaining,False
a,True
standing,False
british,False
army,False
at,True
mysore,False
a,True
diwan,False
purnaiah,False
distinguished,False
himself,True
with,True
his,True
progressive,False
and,True
innovative,False
administration,False
until,True
he,True
retired,False
from,True
service,False
in,True
and,True
died,False
shortly,False
thereafter,False
following,False
the,True
birthday,False
of,True
the,True
boy,False
king,False
the,True
year,False
that,True
followed,False
witnessed,False
cordial,False
relation,False
between,True
mysore,False
and,True
the,True
british,False
until,True
thing,False
began,False
to,True
sour,False
in,True
the,True
even,False
though,False
the,True
governor,False
of,True
madras,False
thomas,False
munro,False
determined,False
after,True
a,True
personal,False
investigation,False
in,True
that,True
there,True
wa,False
no,True
substance,False
to,True
the,True
allegation,False
of,True
financial,False
impropriety,False
made,False
by,True
a,True
h,False
cole,False
the,True
incumbent,False
resident,False
of,True
mysore,False
the,True
nagar,False
revolt,False
a,True
civil,False
insurrection,False
which,True
broke,False
out,True
towards,False
the,True
end,False
of,True
the,True
decade,False
changed,False
thing,False
considerably,False
in,True
close,False
on,True
the,True
heel,False
of,True
the,True
insurrection,False
and,True
citing,False
maladministration,False
the,True
british,False
took,False
direct,False
control,False
of,True
the,True
princely,False
state,False
for,True
the,True
next,False
fifty,False
year,False
mysore,False
passed,False
under,True
the,True
rule,False
of,True
successive,False
british,False
commissioner,False
sir,False
mark,False
cubbon,False
renowned,False
for,True
his,True
statesmanship,False
served,False
from,True
until,True
and,True
put,False
into,True
place,False
an,True
efficient,False
and,True
successful,False
administrative,False
system,False
which,True
left,False
mysore,False
a,True
welldeveloped,False
state,False
in,True
however,False
towards,False
the,True
end,False
of,True
the,True
period,False
of,True
direct,False
british,False
rule,False
mysore,False
wa,False
great,False
famine,False
of,True
with,True
estimated,False
mortality,False
figure,False
ranging,False
between,True
and,True
or,True
nearly,False
a,True
fifth,False
of,True
the,True
population,False
shortly,False
thereafter,False
maharaja,False
chamaraja,False
x,False
educated,False
in,True
the,True
british,False
system,False
took,False
over,True
the,True
rule,False
of,True
mysore,False
in,True
following,False
the,True
success,False
of,True
a,True
lobby,False
set,False
up,True
by,True
the,True
wodeyar,False
dynasty,False
that,True
wa,False
in,True
favour,False
of,True
rendition,False
law,False
accordingly,False
a,True
resident,False
british,False
officer,False
wa,False
appointed,False
at,True
the,True
mysore,False
court,False
and,True
a,True
diwan,False
to,True
handle,False
the,True
maharaja,False
s,True
administration,False
from,True
then,True
onwards,False
until,True
indian,False
independence,False
in,True
mysore,False
remained,False
a,True
princely,False
state,False
within,False
the,True
british,False
raj,False
with,True
the,True
wodeyars,False
continuing,False
their,True
rule,False
after,True
the,True
demise,False
of,True
maharaja,False
chamaraja,False
x,False
nalvadi,False
krishnaraja,False
wodeyar,False
still,False
a,True
boy,False
of,True
eleven,False
ascended,False
the,True
throne,False
in,True
his,True
mother,False
maharani,False
kemparajammanniyavaru,False
ruled,False
a,True
regent,False
until,True
krishnaraja,False
took,False
over,True
the,True
rein,False
on,True
february,False
under,True
his,True
rule,False
with,True
sir,False
m,True
vishweshwariah,False
a,True
his,True
diwan,False
the,True
maharaja,False
set,False
about,True
transforming,False
mysore,False
into,True
a,True
progressive,False
and,True
modern,False
state,False
particularly,False
in,True
industry,False
education,False
agriculture,False
and,True
art,False
such,True
were,True
the,True
stride,False
that,True
mysore,False
made,False
that,True
mahatma,False
gandhi,False
called,False
the,True
maharaja,False
a,True
saintly,False
king,False
rajarishi,False
paul,False
brunton,False
the,True
british,False
philosopher,False
and,True
orientalist,False
john,False
gunther,False
the,True
american,False
author,False
and,True
british,False
statesman,False
lord,False
samuel,False
praised,False
the,True
ruler,False
s,True
effort,False
much,False
of,True
the,True
pioneering,False
work,False
in,True
educational,False
infrastructure,False
that,True
took,False
place,False
during,True
this,True
period,False
would,False
serve,False
karnataka,False
invaluably,False
in,True
the,True
coming,False
decade,False
the,True
maharaja,False
wa,False
an,True
accomplished,False
musician,False
and,True
like,False
his,True
predecessor,False
avidly,False
patronised,False
the,True
development,False
of,True
the,True
fine,False
art,False
he,True
wa,False
followed,False
by,True
his,True
nephew,False
jayachamaraja,False
wodeyar,False
whose,False
rule,False
came,False
to,True
an,True
end,False
when,True
he,True
signed,False
the,True
instrument,False
of,True
accession,False
and,True
mysore,False
joined,False
the,True
indian,False
union,False
on,True
august,False
administration,False
there,True
are,True
no,True
record,False
relating,False
to,True
the,True
administration,False
of,True
the,True
mysore,False
territory,False
during,True
the,True
vijayanagara,False
empire,False
s,True
reign,False
sign,False
of,True
a,True
wellorganised,False
and,True
independent,False
administration,False
appear,False
from,True
the,True
time,False
of,True
raja,False
wodeyar,False
i,True
who,True
is,True
believed,False
to,True
have,True
been,True
sympathetic,False
towards,False
peasant,False
raiyats,False
who,True
were,True
exempted,False
from,True
any,True
increase,False
in,True
taxation,False
during,True
his,True
time,False
the,True
first,False
sign,False
that,True
the,True
kingdom,False
had,True
established,False
itself,True
in,True
the,True
area,False
wa,False
the,True
issuing,False
of,True
gold,False
coin,False
kanthirayi,False
phanam,False
resembling,False
those,True
of,True
the,True
erstwhile,False
vijayanagara,False
empire,False
during,True
narasaraja,False
wodeyar,False
s,True
rule,False
the,True
rule,False
of,True
chikka,False
devaraja,False
saw,False
several,False
reform,False
were,True
effected,False
internal,False
administration,False
wa,False
remodelled,False
to,True
suit,False
the,True
kingdom,False
s,True
growing,False
need,False
and,True
became,False
more,True
efficient,False
a,True
postal,False
system,False
came,False
into,True
being,True
far,False
reaching,False
financial,False
reform,False
were,True
also,False
introduced,False
a,True
number,False
of,True
petty,False
tax,False
were,True
imposed,False
in,True
place,False
of,True
direct,False
tax,False
a,True
a,True
result,False
of,True
which,True
the,True
peasant,False
were,True
compelled,False
to,True
pay,False
more,True
by,True
way,False
of,True
land,False
tax,False
the,True
king,False
is,True
said,False
to,True
have,True
taken,False
a,True
personal,False
interest,False
in,True
the,True
regular,False
collection,False
of,True
revenue,False
the,True
treasury,False
burgeoned,False
to,True
pagoda,False
coin,False
a,True
unit,False
of,True
currency,False
earning,False
him,True
the,True
epithet,False
nine,False
crore,False
narayana,False
navakoti,False
narayana,False
in,True
he,True
sent,False
an,True
embassy,False
to,True
aurangazeb,False
s,True
court,False
who,True
bestowed,False
upon,False
him,True
the,True
title,False
jug,False
deo,False
raja,False
and,True
awarded,False
permission,False
to,True
sit,False
on,True
the,True
ivory,False
throne,False
following,False
this,True
he,True
founded,False
the,True
district,False
office,False
attara,False
kacheri,False
the,True
central,False
secretariat,False
comprising,False
eighteen,False
department,False
and,True
his,True
administration,False
wa,False
modelled,False
on,True
mughal,False
line,False
during,True
hyder,False
ali,False
s,True
rule,False
the,True
kingdom,False
wa,False
divided,False
into,True
five,False
province,False
asofis,False
of,True
unequal,False
size,False
comprising,False
taluks,False
paraganas,False
in,True
total,False
when,True
tipu,False
sultan,False
became,False
the,True
de,False
facto,False
ruler,False
the,True
kingdom,False
which,True
encompassed,False
mi2,False
wa,False
divided,False
into,True
province,False
and,True
a,True
total,False
of,True
taluks,False
amil,False
each,True
province,False
had,True
a,True
governor,False
asof,False
and,True
one,False
deputy,False
governor,False
each,True
taluk,False
had,True
a,True
headman,False
called,False
amildar,False
and,True
a,True
group,False
of,True
village,False
were,True
in,True
charge,False
of,True
a,True
patel,False
the,True
central,False
administration,False
comprised,False
six,False
department,False
headed,False
by,True
minister,False
each,True
aided,False
by,True
an,True
advisory,False
council,False
of,True
up,True
to,True
four,False
member,False
when,True
the,True
princely,False
state,False
came,False
under,True
direct,False
british,False
rule,False
in,True
early,False
commissioner,False
lushington,False
briggs,False
and,True
morrison,False
were,True
followed,False
by,True
mark,False
cubbon,False
who,True
took,False
charge,False
in,True
he,True
made,False
bangalore,False
the,True
capital,False
and,True
divided,False
the,True
princely,False
state,False
into,True
four,False
division,False
each,True
under,True
a,True
british,False
superintendent,False
the,True
state,False
wa,False
further,True
divided,False
into,True
taluks,False
with,True
taluk,False
court,False
with,True
all,True
lower,False
level,False
administration,False
in,True
the,True
kannada,False
language,False
the,True
office,False
of,True
the,True
commissioner,False
had,True
eight,False
department,False
revenue,False
post,False
police,False
cavalry,False
public,False
work,False
medical,False
animal,False
husbandry,False
judiciary,False
and,True
education,False
the,True
judiciary,False
wa,False
hierarchical,False
with,True
the,True
commissioner,False
court,False
at,True
the,True
apex,False
followed,False
by,True
the,True
huzur,False
adalat,False
four,False
superintending,False
court,False
and,True
eight,False
sadar,False
munsiff,False
court,False
at,True
the,True
lowest,False
level,False
lewin,False
bentham,False
bowring,False
became,False
the,True
chief,False
commissioner,False
in,True
and,True
held,False
the,True
position,False
until,True
during,True
his,True
tenure,False
the,True
property,False
registration,False
act,False
the,True
indian,False
penal,False
code,False
and,True
code,False
of,True
criminal,False
procedure,False
came,False
into,True
effect,False
and,True
the,True
judiciary,False
wa,False
separated,False
from,True
the,True
executive,False
branch,False
of,True
the,True
administration,False
the,True
state,False
wa,False
divided,False
into,True
eight,False
district,False
of,True
india,False
bangalore,False
chitraldroog,False
hassan,False
kadur,False
kolar,False
mysore,False
shimoga,False
and,True
tumkur,False
after,True
rendition,False
c,False
v,False
rungacharlu,False
wa,False
made,False
the,True
diwan,False
under,True
him,True
the,True
first,False
representative,False
assembly,False
of,True
british,False
india,False
with,True
member,False
wa,False
formed,False
in,True
he,True
wa,False
followed,False
by,True
k,False
seshadri,False
iyer,False
in,True
during,True
whose,False
tenure,False
gold,False
mining,False
at,True
the,True
kolar,False
gold,False
field,False
began,False
the,True
shivanasamudra,False
project,False
wa,False
initiated,False
in,True
the,True
first,False
such,True
major,False
attempt,False
in,True
india,False
and,True
electricity,False
and,True
drinking,False
water,False
the,True
latter,False
through,True
pipe,False
wa,False
supplied,False
to,True
bangalore,False
seshadri,False
iyer,False
wa,False
followed,False
by,True
p,False
n,False
krishnamurti,False
who,True
founded,False
the,True
secretariat,False
manual,False
to,True
maintain,False
record,False
and,True
the,True
cooperative,False
department,False
in,True
v,False
p,False
madhava,False
rao,False
who,True
focussed,False
on,True
conservation,False
of,True
forest,False
and,True
t,True
ananda,False
rao,False
who,True
finalised,False
the,True
kannambadi,False
dam,False
project,False
sir,False
mokshagundam,False
visvesvaraya,False
m,True
visvesvaraya,False
popularly,False
known,False
a,True
the,True
maker,False
of,True
modern,False
mysore,False
hold,False
a,True
key,False
place,False
in,True
the,True
history,False
of,True
karnataka,False
an,True
engineer,False
by,True
education,False
he,True
became,False
the,True
diwan,False
in,True
under,True
his,True
tenure,False
membership,False
of,True
the,True
mysore,False
legislative,False
assembly,False
wa,False
increased,False
from,True
to,True
and,True
it,True
wa,False
given,False
the,True
power,False
to,True
discus,False
the,True
state,False
budget,False
the,True
mysore,False
economic,False
conference,False
wa,False
expanded,False
into,True
three,False
committee,False
industry,False
and,True
commerce,False
education,False
and,True
agriculture,False
with,True
publication,False
in,True
english,False
and,True
kannada,False
important,False
project,False
commissioned,False
during,True
his,True
time,False
included,False
the,True
construction,False
of,True
the,True
kannambadi,False
dam,False
the,True
founding,False
of,True
the,True
visvesvaraya,False
iron,False
and,True
steel,False
limited,False
founding,False
of,True
the,True
mysore,False
university,False
in,True
the,True
university,False
visvesvaraya,False
college,False
of,True
engineering,False
in,True
bangalore,False
establishment,False
of,True
the,True
mysore,False
state,False
railway,False
department,False
and,True
numerous,False
industry,False
in,True
mysore,False
in,True
he,True
wa,False
awarded,False
the,True
bharat,False
ratna,False
india,False
s,True
highest,False
civilian,False
honour,False
sir,False
mirza,False
ismail,False
took,False
office,False
a,True
diwan,False
in,True
and,True
built,False
on,True
the,True
foundation,False
laid,False
by,True
his,True
predecessor,False
amongst,False
his,True
contribution,False
were,True
the,True
expansion,False
of,True
the,True
bhadravathi,False
iron,False
work,False
the,True
founding,False
of,True
a,True
cement,False
and,True
paper,False
factory,False
in,True
bhadravathi,False
karnataka,False
and,True
the,True
launch,False
of,True
hindustan,False
aeronautics,False
limited,False
a,True
man,False
with,True
a,True
penchant,False
for,True
garden,False
he,True
founded,False
the,True
brindavan,False
garden,False
krishnaraja,False
sagar,False
and,True
built,False
the,True
kaveri,False
river,False
highlevel,False
canal,False
to,True
irrigate,False
in,True
modern,False
mandya,False
district,False
in,True
mandya,False
district,False
wa,False
carved,False
out,True
of,True
mysore,False
district,False
bringing,False
the,True
number,False
of,True
district,False
in,True
the,True
state,False
to,True
nine,False
economy,False
the,True
vast,False
majority,False
of,True
the,True
people,False
lived,False
in,True
village,False
and,True
agriculture,False
wa,False
their,True
main,False
occupation,False
the,True
economy,False
of,True
the,True
kingdom,False
wa,False
based,False
on,True
agriculture,False
grain,False
pulse,False
vegetable,False
and,True
flower,False
were,True
cultivated,False
commercial,False
crop,False
included,False
sugarcane,False
and,True
cotton,False
the,True
agrarian,False
population,False
consisted,False
of,True
landlord,False
gowda,False
caste,False
zamindar,False
hegde,False
who,True
tilled,False
the,True
land,False
by,True
employing,False
a,True
number,False
of,True
landless,False
labourer,False
usually,False
paying,False
them,True
in,True
grain,False
minor,False
cultivator,False
were,True
also,False
willing,False
to,True
hire,False
themselves,True
out,True
a,True
labourer,False
if,True
the,True
need,False
arose,False
it,True
wa,False
due,False
to,True
the,True
availability,False
of,True
these,True
landless,False
labourer,False
that,True
king,False
and,True
landlord,False
were,True
able,False
to,True
execute,False
major,False
project,False
such,True
a,True
palace,False
temple,False
mosque,False
anicuts,False
dam,False
and,True
tank,False
because,True
land,False
wa,False
abundant,False
and,True
the,True
population,False
relatively,False
sparse,False
no,True
rent,False
wa,False
charged,False
on,True
land,False
ownership,False
instead,False
landowner,False
paid,False
tax,False
for,True
cultivation,False
which,True
amounted,False
to,True
up,True
to,True
onehalf,False
of,True
all,True
harvested,False
produce,False
under,True
hyder,False
ali,False
and,True
tipu,False
sultan,False
the,True
kingdom,False
of,True
mysore,False
reached,False
a,True
peak,False
in,True
economic,False
power,False
under,True
hyder,False
ali,False
and,True
tipu,False
sultan,False
in,True
the,True
postmughal,False
empire,False
era,False
of,True
the,True
midlate,False
century,False
they,True
embarked,False
on,True
an,True
ambitious,False
program,False
of,True
economic,False
development,False
aiming,False
to,True
increase,False
the,True
wealth,False
and,True
revenue,False
of,True
mysore,False
under,True
their,True
reign,False
the,True
kingdom,False
became,False
economic,False
history,False
of,True
india,False
india,False
s,True
dominant,False
economic,False
power,False
with,True
productive,False
agriculture,False
and,True
textile,False
manufacturing,False
tipu,False
sultan,False
is,True
credited,False
with,True
founding,False
state,False
trading,False
depot,False
in,True
various,False
location,False
of,True
his,True
kingdom,False
in,True
addition,False
he,True
founded,False
depot,False
in,True
foreign,False
location,False
such,True
a,True
karachi,False
jeddah,False
and,True
muscat,False
oman,False
where,True
mysore,False
product,False
were,True
sold,False
during,True
tipu,False
s,True
rule,False
french,False
technology,False
wa,False
used,False
for,True
the,True
first,False
time,False
in,True
carpentry,False
and,True
metalsmith,False
chinese,False
technology,False
wa,False
used,False
for,True
sugar,False
production,False
and,True
technology,False
from,True
bengal,False
helped,False
improve,False
the,True
sericulture,False
industry,False
state,False
factory,False
were,True
established,False
in,True
kanakapura,False
and,True
taramandelpeth,False
for,True
producing,False
cannon,False
and,True
gunpowder,False
respectively,False
the,True
state,False
held,False
the,True
monopoly,False
in,True
the,True
production,False
of,True
essential,False
such,True
a,True
sugar,False
salt,False
iron,False
pepper,False
cardamom,False
betel,False
nut,False
tobacco,False
and,True
sandalwood,False
a,True
well,False
a,True
the,True
extraction,False
of,True
incense,False
oil,False
from,True
sandalwood,False
and,True
the,True
mining,False
of,True
silver,False
gold,False
and,True
precious,False
stone,False
sandalwood,False
wa,False
exported,False
to,True
china,False
and,True
the,True
persian,False
gulf,False
country,False
and,True
sericulture,False
wa,False
developed,False
in,True
twentyone,False
center,False
within,False
the,True
kingdom,False
the,True
mysore,False
silk,False
industry,False
wa,False
initiated,False
during,True
the,True
rule,False
of,True
tipu,False
sultan,False
later,False
the,True
industry,False
wa,False
hit,False
by,True
a,True
global,False
depression,False
and,True
competition,False
from,True
imported,False
silk,False
and,True
rayon,False
in,True
the,True
second,False
half,False
of,True
the,True
century,False
it,True
however,False
revived,False
and,True
the,True
mysore,False
state,False
became,False
the,True
top,False
multivoltine,False
silk,False
producer,False
in,True
india,False
british,False
rule,False
this,True
system,False
changed,False
under,True
the,True
british,False
when,True
tax,False
payment,False
were,True
made,False
in,True
cash,False
and,True
were,True
used,False
for,True
the,True
maintenance,False
of,True
the,True
army,False
police,False
and,True
other,True
civil,False
and,True
public,False
establishment,False
a,True
portion,False
of,True
the,True
tax,False
wa,False
transferred,False
to,True
england,False
a,True
the,True
indian,False
tribute,False
unhappy,False
with,True
the,True
loss,False
of,True
their,True
traditional,False
revenue,False
system,False
and,True
the,True
problem,False
they,True
faced,False
peasant,False
rose,False
in,True
rebellion,False
in,True
many,False
part,False
of,True
south,False
india,False
after,True
the,True
cornwallis,False
land,False
reform,False
came,False
into,True
effect,False
reade,False
munro,False
graham,False
and,True
thackeray,False
were,True
some,True
administrator,False
who,True
improved,False
the,True
economic,False
condition,False
of,True
the,True
mass,False
however,False
the,True
homespun,False
textile,False
industry,False
suffered,False
during,True
british,False
rule,False
with,True
the,True
exception,False
of,True
the,True
producer,False
of,True
the,True
finest,False
cloth,False
and,True
the,True
coarse,False
cloth,False
which,True
wa,False
popular,False
with,True
the,True
rural,False
mass,False
this,True
wa,False
due,False
to,True
the,True
manufacturing,False
mill,False
of,True
manchester,False
liverpool,False
